legacy_id,name
58,"Cook, David"
694,"Cook, Ellidh"
189,"Coombs, Richard"
126,"Cooper, Barry"
721,"Cooper, Ben"
530,"Cornelius, Luke"
529,"Cornes, Charlotte"
286,"Cornes, Dave"
570,Count Everyone In
239,"Cox, Caroline"
191,"Cox, Liz"
429,"Crawshaw, Stu"
410,Cree. Steve
457,"Creech, Robert"
559,"Crossley, Sonia"
627,Crowder
37,"Cunningham, Richard"
210,"Daigle, Lauren"
12,"Daniels, Graham"
312,"Dannatt, Richard"
438,"Davies, Glenn"
355,"Davies, Gwilym"
375,"De Chirico, Leonardo"
147,"Dean, Ben"
18,"Detweiler, Craig"
123,"Dever, Mark"
264,"DeYoung, Kevin"
420,"Dharamraj, Havilah"
23,"Dickson, John"
194,"Dickson, Mark"
576,"Digby, Fiona"
577,"Digby, Tom"
436,"Dillon, Mark"
97,"Dilnot, Andrew"
265,"Divyanathan, Denesh"
729,Diwakar. George
597,"Dobson, Richard"
318,"Dodds, Caz"
698,"Doolan, Ben"
166,"Dowsett, Dick"
443,"Dowsett, Rose"
704,"Dray, Peter"
359,"Dryer, Richard"
333,"Duncan, Bob"
274,"Duncan, Elaine"
172,"Duncan, Ligon"
582,"Earngey, Mark"
84,"Earnshaw, Rod"
228,"Earnshaw, Zoe"
236,"Edmondson, Rob"
134,"Edwards, Brian"
736,"Elbourne, Leo"
279,"Elder, Matt"
589,Elevation Worship
14,"Ellison, John"
232,"Eloff, Mervyn"
7,Emu Music
250,"Evans, Andrew"
566,"Evans, Caz"
204,"Evans, Ray"
697,"Ewell, Rosalee Velloso"
712,"Ewins, James"
424,"Farron, Tim"
717,"Favarin, Hélder"
352,"Feesy, Paul"
71,"Fernando, Ajith"
26,"Finlay, Graeme"
681,"Flemming, David"
349,"Floyd, Ruth Naomi"
505,"Folland, Geoff"
257,For King & Country
421,"Forbes, Duncan"
434,"Foster, Craig"
423,"Fox, Keith"
614,"Franklin, Kirk"
649,"Frost, Jo"
354,"Furman, Warren"
81,"Fyall, Bob"
732,"Galea, James"
302,"Galea, Ray"
291,"Galea, Sandy"
6,Garage Hymnal
4,"Garrett, Ian"
679,Gas Street Music
726,Gateway Worship
336,"Gatiss, Lee"
109,"Gaukroger, Steve"
149,"Gawn, Andy"
263,"Gemmill, Andy"
260,"George, Ben"
187,"Getty, Keith"
188,"Getty, Kristyn"
695,"Gibson, David"
17,"Giffen, Andrew"
450,"Gill, JB"
459,"Gillham, Simon"
605,"Gilson, Rachel"
356,"Glyn, Aneirin"
104,"Gobbett, Dave"
494,"Goggin, Jamin"
54,"Goligher, Liam"
455,"Gooderham, Al"
720,"Gordon, Alastair"
142,"Graham, Billy"
441,"Graham, Franklin"
296,"Grant, Sandy"
444,"Green, Rosemary"
261,"Green, Samuel"
241,"Greene, Mark"
579,"Greenshields, Jonny"
473,"Griffith, Ryan"
713,"Griffiths, Jonathan"
297,"Grimmond, Paul"
684,"Grinter, Russ"
122,"Grudem, Wayne"
607,"Guite, Malcom"
652,"Gumbel, Nicky"
390,"Gupta, Raj"
686,"Gustavsson, Stefan"
304,"Guthrie, Donald"
411,"Guthrie, Nancy"
611,Guvna B
661,"Haddon, Deitrick"
558,"Ham, Robin"
396,"Hamilton, Craig"
353,"Hamilton, David"
344,"Hamilton, James"
587,"Hampton, Dave"
586,"Hampton, Kay"
248,"Hankey, Dai"
249,"Hardyman, Julian"
453,"Harmer, Eric"
439,"Harmon, Kendall"
516,"Harris, Jen"
173,"Harris, Joshua"
514,"Harris, Mike"
287,"Harris, Rhett"
206,"Harrison, Glynn"
95,"Hauerwas, Stanley"
217,"Hawes, Richard"
347,"Hayward, Liam"
151,"Heard, Andrew"
629,"Heath, Brandon"
218,"Heath-Whyte, Clare"
738,"Heeley, Nick"
175,"Helm, David"
432,"Hely Hutchinson, James"
553,"Hespe, Charlotte"
398,"Hill, Wesley"
382,"Hilton, Sam"
700,"Hinton, Jake"
707,"Hitchcock, Alex"
524,"Hoag, Gary"
403,"Hobbs, Andy"
680,"Höhne, David"
598,"Holland, Tom"
202,"Holloway, Adrian"
2,"Holloway, David"
493,"Holmes, Jasmine"
549,"Hopper, Dave"
466,"Horton, Michael"
693,"Houghton, Chris"
677,Housefires
456,"Howson, Mark"
672,"Hudson, Phil"
393,"Hunt, Melinda"
113,"Hunter, Reuben"
285,"Huss, Scott"
734,"Illingsworth, Wes"
224,"Instone Brewer, David"
399,"Irvine, Rod"
691,"Isaacs, Hugh"
139,"Jackman, David"
555,"Jackson, Joanna"
633,"James, Steve"
491,"Jenkins, Bethany"
117,"Jensen, Peter"
1,"Jensen, Phillip"
185,"Jobe, Kari"
664,"Joe, Gil"
258,"Johnson, Brent"
702,"Johnston, Adam"
418,"Jones, David"
452,"Jones, Peter"
222,"Jongkind, Dirk"
500,"Joseph, Aimee"
499,"Joseph, G'Joe"
489,"Jun, Alexander"
56,"Kandiah, Krish"
154,"Kauflin, Bob"
573,"Keeble, Hannah"
76,"Keener, Craig S."
392,"Kellahan, Michael"
159,"Keller, Tim"
503,"Kelly, Ryan"
504,"Kemp, Rowan"
506,"Keun, Dave"
645,"Kho, Chris"
476,"Kim, Julius"
214,Kings Kaleidoscope
706,"Knight, Olly"
710,"Knoll, Stephen"
663,KODA
467,"Kruger, Melissa"
96,"Kuehne, Dale"
161,"Kwan, Jon"
77,"Kwashi, Ben"
426,"Kwashi, Gloria"
62,"Lamb, Jonathan"
231,"Lambrechts, Loots"
518,"Lancaster, Ian"
675,Land of Color
207,"Landrum, Dave"
115,"Lane Craig, William"
153,"Lane, Tim"
141,"Lanier, Mark"
106,"Lawrence, Mark"
526,"Laws, Andy"
626,Lecrae
510,"Lee, Dan"
496,"Lee, Michael"
509,"Lee, Teresa"
545,Leeland
477,"Leeman, Jonathan"
517,"Leese, Duncan"
581,"Leite, Mike"
108,"Lennox, John"
461,"Leslie, Andrew"
639,"Lewis, Gareth"
200,"Lewis, Peter"
335,"Lines, Andy"
385,"Ling, Valerie"
487,"Lister, Ryan"
427,"Lobo, Niv"
593,Local Sound
690,"Longberg, Diane"
227,"Lucas, Dick"
174,"Lutzer, Erwin"
280,"Lyons, Glenn"
437,"Macalpine, Stephen"
180,"MacDonald, James"
24,"Mackay, Hugh"
169,"Mackie,Tim"
102,"MacLeay, Angus"
212,"Macleod, Steph"
612,"Maher, Matt"
51,"Maiden, Peter"
557,"Mair, Kristi"
50,"Mallard, Paul"
85,"Manchester, Simon"
324,"Mandryk, Jason"
36,"Manley-Pippert, Becky"
617,"Mann, Tamela"
357,"Mantle, Mickey"
294,"Martin, John"
208,"Martinez, Pablo"
613,Mary Mary
523,"Mason, Karen"
536,"Mathis, David"
300,"Matthei, Carl"
9,"Matthews, Ken"
591,Maverick City Music
391,"Mayrick, Peter"
725,"Mbewe, Conrad"
323,"Mbunda, Laurent"
360,"McBride, Dan"
512,"McCluggage, Allen"
341,"McConnell, Mez"
488,"McCracken, Brett"
251,"McCraken, Maurice"
111,"McGrath, Alister"
136,"McKay, Scott"
608,"McLaughlin, Rebecca"
628,"McMillan, John Mark"
137,"McMunn, Lee"
86,"McQuoid, Jeremy"
615,"McReynolds, Jonathan"
372,"Mead, Peter"
548,MercyMe
422,"Meynell, Mark"
272,"Midgley, Steve"
538,"Miers, Dave"
386,"Millar, Gary"
689,"Mohler, Albert"
431,"Moody, Josh"
428,"Moore, Dave"
678,"Moore, Nate"
637,"Moore, Phil"
521,"Morgan, Greg"
16,"Morrison, Martin"
361,"Muir, Ryan"
332,"Mulimar, Christine Kintu"
101,"Munden, Alan"
519,"Murdoch, Laura"
164,"Muriu, Oscar"
708,"Murphey, Brett"
471,"Murray, David"
599,"Murray, Douglas"
472,"Murray, Shona"
380,"Napier, Alison"
540,Nashville Life Music
120,"Nazir-Ali, Michael"
687,"Ndlovu, Ntokozo"
620,NEEDTOBREATHE
329,"Nelson, Gary"
245,"Nicholas, Pete"
575,"Nicholson, Matthew"
480,"Nielson, Jon"
192,"Nielson, Kathleen"
727,"Nockels, Christy"
326,"Noll, Stephen"
596,North Point Worship
203,"Odede, Calisto"
656,"Ogbummor, Victor"
322,"Okoh, Nicholas"
634,"Ollerton, Andrew"
650,"Olofinjana, Israel"
319,"Olwa, Alfred"
478,"Onwuchekwa, John"
683,"Orange, Steve"
609,"O'Reilly, Esther"
464,"Orr, Peter"
369,"Orr-Ewing, Amy"
419,"Ortlund, Ray"
118,"Ovey, Mike"
130,"Padilla DeBorst, Ruth"
226,"Paine, Alasdair"
46,"Palmer, Hugh"
330,"Palmer, Ian"
644,"Patterson, Andrew"
646,"Patterson, Campbell"
298,"Payne, Tony"
668,"Pearce, Trevor"
642,"Pearson, Andrew"
440,"Peisley, Greg"
119,"Perkin, Paul"
342,"Peskett, Howard"
722,"Peterson, David"
533,"Peterson, Max"
68,Phatfish
655,"Philip, William"
511,"Piggin, Stuart"
53,"Piper, John"
492,"Pollock Michel, Jen"
321,"Ponniah, Rennis"
267,"Poobalan, Ivor"
167,"Poole, James"
482,"Porter, Kori"
13,"Potter, Joe"
507,"Powell, Greg"
247,"Powell, Neil"
408,"Powell, Russell"
448,"Prasetyo, Krisna"
107,"Price, Charles"
275,"Prime, Andy"
346,"Prime, Johnny"
148,"Pryke, Ben"
3,"Pryke, Jonathan"
669,"Putt, Ben"
270,"Putt, Tom"
534,"Rackham, Dan"
407,"Raffel, Kanishka"
256,"Raiter, Michael"
63,"Ralph Davis, Dale"
242,"Ramsden, Michael"
240,"Randall, Ian"
80,"Raven, Charles"
537,"Reagan, Matt"
590,Red Rocks Worship
673,"Redfearn, Chris"
11,"Redfearn, Jonathan"
619,"Redman, Matt"
692,"Reed, Sam"
309,"Rees, Paul"
370,"Reeves, Michael"
160,"Reid, Andrew"
209,Rend Collective
592,"Renezma, Chris"
578,"Restall, Richard"
345,"Reynolds, Adrian"
284,"Richard, Jared"
83,"Richards, Kel"
531,"Richards, Paul"
486,"Rigney, Joe"
150,"Risbridger, John"
685,"Ritchie, Paul"
213,Rivers & Robots
643,"Roach, Jason"
601,"Roberts, Alastair"
724,"Roberts, Craig"
41,"Roberts, Vaughan"
127,"Robertson, David"
171,"Robertson, George"
641,"Robinson, Andy"
338,"Robson, Andrew"
268,"Robson, James"
373,"Root, Jerry"
648,"Rudge, Tim"
303,"Russell, Adrian"
454,"Russell, Gareth"
676,"Ryan, Travis"
178,"Ryken, Phil"
168,"Sach, Andrew"
290,"Salt, Jenny"
273,"Salter, Martin"
220,"Samuel, John"
179,"Sanchez, Juan"
468,"Sanders, Fred"
306,"Sandom, Carrie"
662,"Sapp, Marvin"
237,"Saunders, Peter"
535,"Schaefer, Matthew"
377,"Schafer, Craig"
282,"Scrivener, Glen"
696,"Searles, Matt"
544,Selah
211,Shane & Shane
243,"Shaw, Ed"
394,"Sheedy, Michael"
606,"Sheldrake, Rupert"
358,"Sheppard, Tim"
389,"Shiner, Rory"
325,"Short, David"
269,"Simpson, Roger"
658,Sinach
128,"Sinkinson, Chris"
244,"Skrine, Charlie"
640,"Slee, Ben"
513,"Small, Phil"
132,"Smallwood, Lizzy"
405,"Smart, Mitch"
20,"Smart, Simon"
739,"Smith, Andrew"
525,"Smith, Claire"
502,"Smith, Colin"
552,"Smith, Curtis"
551,"Smith, Rob"
254,"Sneddon, Hamish"
546,Sovereign Grace
527,"Spandler Davidson, Matthew"
550,"Springer, Ed"
397,"Stace, Jackson"
416,"Standring, Roo"
631,"Stanley, Trinette"
462,"Starling, David"
401,"Starr, Stuart"
162,"Steele, Dominic"
682,"Stephens, Jarrett"
42,"Stevens, John"
745,"Stileman, Jack"
715,"Stirling, Mark"
667,"Stones, Matt"
313,"Storkey, Elaine"
252,"Storms, Sam"
253,"Strain, Greg"
124,"Strange, Dan"
474,"Strobel, Kyle"
365,"Styles, Nigel"
299,"Sweeney, Marty"
140,"Sydserff, Robin"
737,"Szarka, Gabor"
378,"Tang, CS"
569,"Tanner, Ben"
435,"Tapolyai, Emőke"
295,"Taylor, Phillippa"
709,"Taylor, Scott"
105,"Taylor, William"
705,"Teagle, Peter"
92,"Teasdale, Jon"
542,Tedashii
594,Terrian
483,"Terry, Thomas"
310,"Teutsch, Michael"
215,The Gray Havens
539,The Porter's Gate
495,"Thoennes, Donna"
484,"Thoennes, Erik"
351,"Thomas, Jonathan"
334,"Thomas, Rod"
585,"Thomas, Santosh"
430,"Thompson, Mark"
145,"Thompson, Martin"
283,"Thomson, Chris"
414,"Thurston, David"
415,"Thurston, Kathy"
583,"Tice, Lena"
78,"Tice, Rico"
201,"Tidball, Derek"
515,"Tidd, Charlie"
460,"Timmins, Will"
135,"Tinker, Melvin"
288,"Tinker, Philip"
547,TobyMac
630,"Tomlin, Chris"
463,"Tooher, Jane"
469,"Treat, Jeremy"
366,"Trevenna, Andrea"
307,"Treweek, Dani"
660,"Tribbett, Tye"
157,"Tripp, Paul"
276,"Tucker, Nick"
485,"Turner, Kempton"
271,"Turrent, Jim"
327,"Uchoa, Miguel"
125,"Underwood, Richard"
622,Urban Rescue
610,"VanderKlay, Paul"
69,"Vanhoozer, Kevin"
70,"Vardy, Peter"
409,"Venkatachalam, Assumpta"
152,"Verwer, George"
556,"Villanueva, Rico"
40,"Virgo, Terry"
602,"Volf, Miroslav"
278,"Waldock, Matthew"
744,"Waldock, Titus"
659,"Walker, Hezekiah"
230,"Walton, John"
233,"Wang, Marc"
158,"Ware, Bruce"
331,"Wario, Qampicha Daniel"
651,"Warnock, Helen"
364,"Watson, Viv"
595,We The Kingdom
636,"Webster, Colin"
289,"Weekes, Robin"
543,"Wells, Tauren"
94,"Westlake, David"
718,"Weston, Nathan"
635,"White, Bob"
262,"Whitton, Viv"
623,"Wickham, Phil"
562,"Wickham, Tim"
735,"Wicks, Amy"
73,"Wilcock, Michael"
112,"Wilkinson, David"
701,"Williams, Claire"
301,"Williams, David"
671,"Williams, Garry"
238,"Williams, Gary J"
731,"Williams, Paul"
223,"Williams, Peter"
368,"Williams, Peter J"
621,"Williams, Zach"
647,"Wilson, Alan"
666,"Wilson, Andy"
308,"Windsor, Lionel"
367,"Witchalls, Alan"
21,"Witherington III, Ben"
520,"Woodbridge, Rosie"
131,"Woodcock, Pete"
339,"Woodhouse, Jenny"
72,"Wright, Chris"
337,"Wright, Gavin"
528,"Wright, Tony"
292,"Wu, Dan"
714,"Wyatt, Celia"
93,"Wyatt, John"
723,"Young, Kristen"
711,"Zaki, Anne"
320,"Zavala, Hector"
