programme_id,ref,field,original_url,resolved_url
10211,YT5383SermonPM26.11.23,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-10-23/to/2023-12-04/sort/date/direction/desc/resource/4499/title/who-do-you-say-jesus-is,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-10-23/to/2023-12-04/sort/date/direction/desc/resource/4499/title/who-do-you-say-jesus-is
10236,YT5390SermonAM03.12.23,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-11-21/to/2024-01-02/sort/date/direction/desc/resource/4500/title/serving-christ-in-our-relationships,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-11-21/to/2024-01-02/sort/date/direction/desc/resource/4500/title/serving-christ-in-our-relationships
10236,YT5390SermonAM03.12.23,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-11-21/to/2024-01-02/sort/date/direction/desc/resource/4500/title/serving-christ-in-our-relationships,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-11-21/to/2024-01-02/sort/date/direction/desc/resource/4500/title/serving-christ-in-our-relationships
10237,YT5389SermonPM03.12.23,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-11-21/to/2024-01-02/sort/date/direction/desc/resource/4501/title/why-follow-jesus-when-it-costs,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-11-21/to/2024-01-02/sort/date/direction/desc/resource/4501/title/why-follow-jesus-when-it-costs
10237,YT5389SermonPM03.12.23,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-11-21/to/2024-01-02/sort/date/direction/desc/resource/4501/title/why-follow-jesus-when-it-costs,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-11-21/to/2024-01-02/sort/date/direction/desc/resource/4501/title/why-follow-jesus-when-it-costs
10300,YT5429SermonAM10.12.23,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-11-21/to/2024-01-02/sort/date/direction/desc/resource/4502/title/living-in-the-latter-days,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-11-21/to/2024-01-02/sort/date/direction/desc/resource/4502/title/living-in-the-latter-days
10300,YT5429SermonAM10.12.23,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-11-21/to/2024-01-02/sort/date/direction/desc/resource/4502/title/living-in-the-latter-days,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-11-21/to/2024-01-02/sort/date/direction/desc/resource/4502/title/living-in-the-latter-days
10357,YT5550SermonPM07.01.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4507/title/no-other-gospel,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4507/title/no-other-gospel
10357,YT5550SermonPM07.01.24,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4507/title/no-other-gospel,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4507/title/no-other-gospel
10358,YT5549SermonAM07.01.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4508/title/oppression,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4508/title/oppression
10358,YT5549SermonAM07.01.24,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4508/title/oppression,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4508/title/oppression
10364,YT5555SermonAM14.01.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4510/title/faith-beyond-sight-the-unseen-hand-of-a-faithful-god,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4510/title/faith-beyond-sight-the-unseen-hand-of-a-faithful-god
10364,YT5555SermonAM14.01.24,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4510/title/faith-beyond-sight-the-unseen-hand-of-a-faithful-god,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4510/title/faith-beyond-sight-the-unseen-hand-of-a-faithful-god
10365,YT5556SermonPM14.01.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4509/title/paul-an-apostle,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4509/title/paul-an-apostle
10365,YT5556SermonPM14.01.24,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4509/title/paul-an-apostle,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4509/title/paul-an-apostle
10376,YT5568SermonPM21.01.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4511/title/is-jesus-enough,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4511/title/is-jesus-enough
10376,YT5568SermonPM21.01.24,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4511/title/is-jesus-enough,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4511/title/is-jesus-enough
10385,YT5573SermonAM28.01.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4514/title/educating-gods-children-teach-the-story,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4514/title/educating-gods-children-teach-the-story
10385,YT5573SermonAM28.01.24,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4514/title/educating-gods-children-teach-the-story,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4514/title/educating-gods-children-teach-the-story
10386,YT5574SermonPM28.01.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4513/title/getting-right-with-god,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4513/title/getting-right-with-god
10386,YT5574SermonPM28.01.24,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4513/title/getting-right-with-god,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4513/title/getting-right-with-god
10397,YT5580SermonPM04.02.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4515/title/building-gods-house,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4515/title/building-gods-house
10397,YT5580SermonPM04.02.24,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4515/title/building-gods-house,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-12-26/to/2024-02-06/sort/date/direction/desc/resource/4515/title/building-gods-house
10399,YT5579SermonAM04.02.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-01-19/to/2024-03-01/sort/date/direction/desc/resource/4518/title/moses-and-the-burning-bush,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-01-19/to/2024-03-01/sort/date/direction/desc/resource/4518/title/moses-and-the-burning-bush
10399,YT5579SermonAM04.02.24,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-01-19/to/2024-03-01/sort/date/direction/desc/resource/4518/title/moses-and-the-burning-bush,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-01-19/to/2024-03-01/sort/date/direction/desc/resource/4518/title/moses-and-the-burning-bush
10411,YT5592SermonPM18.02.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-01-19/to/2024-03-01/sort/date/direction/desc/resource/4517/title/from-slavery-to-freedom,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-01-19/to/2024-03-01/sort/date/direction/desc/resource/4517/title/from-slavery-to-freedom
10411,YT5592SermonPM18.02.24,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-01-19/to/2024-03-01/sort/date/direction/desc/resource/4517/title/from-slavery-to-freedom,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-01-19/to/2024-03-01/sort/date/direction/desc/resource/4517/title/from-slavery-to-freedom
10412,YT5597SermonAM25.02.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-01-19/to/2024-03-01/sort/date/direction/desc/resource/4520/title/why-does-god-allow-evil-against-his-people,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-01-19/to/2024-03-01/sort/date/direction/desc/resource/4520/title/why-does-god-allow-evil-against-his-people
10412,YT5597SermonAM25.02.24,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-01-19/to/2024-03-01/sort/date/direction/desc/resource/4520/title/why-does-god-allow-evil-against-his-people,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-01-19/to/2024-03-01/sort/date/direction/desc/resource/4520/title/why-does-god-allow-evil-against-his-people
10416,YT5592SermonPM25.02.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-01-19/to/2024-03-01/sort/date/direction/desc/resource/4519/title/how-do-i-find-eternal-life-with-god,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-01-19/to/2024-03-01/sort/date/direction/desc/resource/4519/title/how-do-i-find-eternal-life-with-god
10416,YT5592SermonPM25.02.24,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-01-19/to/2024-03-01/sort/date/direction/desc/resource/4519/title/how-do-i-find-eternal-life-with-god,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-01-19/to/2024-03-01/sort/date/direction/desc/resource/4519/title/how-do-i-find-eternal-life-with-god
10424,YT5603SermonAM03.03.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4521/title/let-my-people-go,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4521/title/let-my-people-go
10424,YT5603SermonAM03.03.24,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4521/title/let-my-people-go,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4521/title/let-my-people-go
10425,YT5604SermonPM03.03.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4522/title/who-is-jesus-why-did-he-die-and-what-does-he-want,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4522/title/who-is-jesus-why-did-he-die-and-what-does-he-want
10425,YT5604SermonPM03.03.24,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4522/title/who-is-jesus-why-did-he-die-and-what-does-he-want,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4522/title/who-is-jesus-why-did-he-die-and-what-does-he-want
10429,YT5609SermonAM10.03.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4523/title/gods-glory-in-salvation-through-judgement,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4523/title/gods-glory-in-salvation-through-judgement
10429,YT5609SermonAM10.03.24,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4523/title/gods-glory-in-salvation-through-judgement,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4523/title/gods-glory-in-salvation-through-judgement
10430,YT5610SermonPM10.03.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4524/title/guarding-gospel-freedom,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4524/title/guarding-gospel-freedom
10430,YT5610SermonPM10.03.24,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4524/title/guarding-gospel-freedom,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4524/title/guarding-gospel-freedom
10431,YT5616SermonPM17.03.24,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4525/title/how-knowing-jesus-changes-you,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2024-02-23/to/2024-04-05/sort/date/direction/desc/resource/4525/title/how-knowing-jesus-changes-you
